Type,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Average
Condiments,-14.089219330855023,77.599884609837019,52.960285876715673,49.999999999999993,-100.0,-34.69257725390252,-17.073170731707318,20.915032679738562,-13.648648648648649,86.3849765258216,-46.179680940386227,-62.870514820592824,69.327731092436977,63.870967741935473,-37.310720775287699,-59.90338164251208,-36.144578313253014,1207.5471698113208,-57.142857142857146,19.36026936026936,-64.598025387870237,-100.0,-100.0,-100.0,-84.063745019920319,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,101.99303392611944
Baking supplments,0,0,0,0,0,200.0,0.0,-33.333333333333336,-50.0,300.0,25.0,-60.0,50.0,-0.94339622641509435,-33.333333333333336,-50.0,100.0,-100.0,-100.0,-50.0,259.04761904761904,805.0397877984085,-31.535756154747947,-39.726027397260275,-61.363636363636367,-100.0,-69.117647058823536,-100.0,-35.714285714285715,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,345.99056603773585
Prepared food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.15923566878982,275.15923566878979
Lamb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.614886731391586,-94.413407821229043,500.0,69.838187702265373
Herbal Drinks,-2.662229617304495,-7.6068376068376118,228.21461609620724,-15.022547914317927,-100.0,-67.097844112769479,-100.0,0.0,638.10483870967744,-79.213329691341158,-18.659658344283834,-100.0,-100.0,228.43295638126011,-100.0,-100.0,-100.0,-100.0,-75.405804230201682,-25.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1292.0,-73.371647509578537,16.546762589928058,-25.925925925925927,102.4328821333813
Sauces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1719.4285714285713,-25.125628140703519,-73.825503355704697,309.24323910256408,305.73706931092437
Nut butter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245.7692307692309,3345.7692307692309
Japanese cuisine,0,0,0,0,0,0,-89.874623075702274,471.47335423197495,-62.973121228743835,445.62962962962962,-32.242736899266902,-80.064115407733922,-100.0,266.63316582914575,-17.543859649122805,-44.880319148936167,-100.0,-23.039806996381191,-100.0,241.53605015673986,-12.391005048187241,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,18.81524182029478
Soy Products,72.169811320754718,59.726027397260275,76.226415094339629,74.917266887288278,-97.050804073229102,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,109.43396226415095,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,50.184854665986741
Jam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.666666666666668,-41.628264208909371,-68.421052631578945,42.629629629629626
Gluten free baking,0,0,0,0,0,0.0,112.65060240963855,264.81586402266288,-52.772169591551474,171.2594541269319,-77.876106194690266,89.479452054794535,-51.995373048004623,38.433734939759042,-100.0,-100.0,-100.0,187.20626631853784,-70.0,-50.0,-33.333333333333336,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,149.83057228915663
Frozen,0,0,0,0,0,0,100.0,49.999999999999993,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.21881390593046,963.33333333333337,122.88401253918495,-95.780590717299575,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,61.069331750115445
Seeds,-8.9493466976910678,32.907411047768818,-2.5735837893802684,235.64596933353573,-97.738477543081999,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.854972208650391
Organic fresh fruits & vegetables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.938925680647536,-15.797958087049974,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,14.837899839847639
Chemical free fruits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,14.583333333333334,-12.727272727272727,2050.0,-24.031007751937985,-67.34693877551021,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,302.08333333333331
Whole sale,-100.0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.67567567567567566
Paste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,512.24489795918362,-66.666666666666671,100.0,25.0,-80.0,1310.0,-64.539007092198588,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,255.61224489795916
Baking mix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,200.0,42.857142857142854,-100.0,-23.5,-69.498910675381268,28.571428571428573,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,49.464285714285715
Books,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,1.7857142857142858
Aquaponic vegetables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.43511450381675,-100.0,-100.0,-100.0,-100.0,-100.0,-98.697775366250681,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,44.537213740458014
Tea,0,0,0,0,0,0,-100.0,0.0,100.0,50.0,-100.0,-66.666666666666671,-100.0,0.0,0.0,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,100.0,-100.0,-100.0,-57.627118644067799,-100.0,-100.0,0.0,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,46.910880262438489
Australian beef,0,0,0,0,0,0,-100.0,-100.0,-100.0,-43.200000000000003,-69.014084507042256,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.3999999999999999
Fresh fruits and vegetables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,0.0
Jams and Spreads,0,0,0,0,0,0,-31.578947368421051,-69.230769230769226,-100.0,125.0,-44.444444444444443,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.2631578947368425
No Type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0
Soda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,-48.148148148148145,-100.0,50.0,33.333333333333336,-100.0,-100.0,-2.4999999999999973,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,108.61111111111111
pickles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,0.0
Healthy & Supper food juices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.9411764705882355
Herb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.529411764705884,-89.830508474576277,133.33333333333334,77.450980392156865
organic dried fruits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,0.0
Oil & Vinegar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0
whole grain,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dried fruits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0
Organic herbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.125
Bread&Bakry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0
cosmetics,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Herbs and spices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
