Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Lime(chemical free),461012,,,Sara nour,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,265.000000,72.000000,0.000000,63.000000,117.000000,286.229900,240.861420,14.000000,1058.091321,608.450000,449.641321,0.424955,0.000000
Cucumber (organic),461042,,,Sara nour,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,204.000000,60.000000,12.000000,220.000000,560.000000,0.000000,0.000000,1056.000000,752.500000,303.500000,0.287405,0.000000
Broccoli (chemical free),341007,,,MAKAR,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,189.000000,176.000000,175.758794,56.000000,128.000000,88.000000,229.627618,-1.600000,1054.786412,664.000000,390.786412,0.370489,0.000000
Pak choi (chemical free),341029,,,MAKAR,Vegetables,"Chemical free, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,196.000000,14.000000,30.000000,60.000000,75.000000,462.170295,180.000000,0.000000,1017.170295,690.000000,327.170295,0.321648,0.000000
Cherries,20006,,,Agrovate,Fruits,Fresh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.000000,144.000000,228.000000,356.200000,168.000000,28.000000,0.000000,0.000000,999.200000,739.530000,259.670000,0.259878,0.000000
Pink grapfruit,20020,,,Agrovate,Fruits,Fresh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,357.000000,105.000000,0.000000,55.000000,27.000000,159.755294,167.676442,9.000000,880.431736,558.500000,321.931736,0.365652,0.000000
Roquette (chemical free),341035,,,MAKAR,Vegetables,"Chemical free, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,135.000000,105.000000,100.000000,110.000000,179.047096,229.517094,9.045073,0.000000,867.609262,522.000000,345.609262,0.398347,0.000000
Watercress (chemical free),341046,,,MAKAR,Vegetables,"Fresh, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,210.000000,132.000000,16.000000,136.000000,104.000000,126.465844,61.000000,0.000000,785.465844,515.000000,270.465844,0.344338,0.000000
Italian basil (chemical free),341020,,,MAKAR,Herbs,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,119.000000,118.000000,80.000000,143.248826,48.000000,160.000000,64.000000,0.000000,732.248826,468.430000,263.818826,0.360286,0.000000
Aubergene (Roumy) - organic,461001,,,Sara nour,Vegetables,"Fresh, Organic",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,195.000000,32.000000,60.000000,132.000000,72.000000,132.000000,114.098361,-36.000000,706.098361,386.140000,319.958361,0.453136,0.000000
Cherry tomato (chemical free),341051,,,MAKAR,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,200.000000,160.000000,112.000000,64.000000,96.000000,-16.000000,0.000000,0.000000,632.000000,354.560000,277.440000,0.438987,0.000000
Celery (chemical free),501009,,,Tabiey,Herbs,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.100000,22.000000,0.000000,0.000000,128.000000,104.000000,193.907931,0.000000,598.007931,373.960000,224.047931,0.374657,0.000000
Mesclun (chemical free),341026,,,MAKAR,Vegetables,"Chemical free, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.000000,123.000000,64.000000,40.000000,8.000000,136.000000,48.000000,0.000000,552.000000,363.330000,188.670000,0.341793,0.000000
Chives (chemical free),341010,,,MAKAR,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.000000,25.000000,25.000000,168.905078,50.000000,69.009363,69.011806,0.000000,494.926248,318.660000,176.266248,0.356146,0.000000

Revenue,,,,,,,0.000000,0.000000,710.000000,420.000000,610.000000,680.000000,80.000000,1805.330000,8621.300000,10396.330000,11854.840000,9582.970000,12719.760000,8695.090000,5204.930000,4218.840000,14946.670000,8991.470000,12073.150000,7682.426977,7537.720000,6473.870000,9510.410000,10639.350000,14344.200000,13196.140000,13398.060000,17605.220000,26891.115000,22875.650000,24570.830000,22082.940000,5109.600000,0.000000,0.000000,1579.800000,92734.050000,54908.532607,29717.031490,48686.522290,54004.122042,68455.342619,68552.435950,5104.706095
Cost of Goods,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1233.370000,6107.980000,7432.990000,8548.190000,6823.050000,9214.510000,5872.180000,3536.510000,3027.170000,10913.710000,6428.170000,8870.950000,5450.700000,5372.520000,4597.860000,6965.560000,7558.860000,10180.550000,10416.110000,9526.370000,11792.240000,19277.970000,15628.370000,16425.650000,14135.100000,3246.970000,0.000000,0.000000,908.060000,61321.250000,37471.800000,19994.360000,31724.970000,35482.950000,43868.790000,43965.310000,3406.890000
Gross Profit,,,,,,,0.000000,0.000000,710.000000,420.000000,610.000000,680.000000,80.000000,571.960000,2513.320000,2963.340000,3306.650000,2759.920000,3505.250000,2822.910000,1668.420000,1191.670000,4032.960000,2563.300000,3202.200000,2231.726977,2165.200000,1876.010000,2544.850000,3080.490000,4163.650000,2780.030000,3871.690000,5812.980000,7613.145000,7247.280000,8145.180000,7947.840000,1862.630000,0.000000,0.000000,671.740000,31412.800000,17436.732607,9722.671490,16961.552290,18521.172042,24586.552619,24587.125950,1697.816095
Margin,,,,,,,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.316817,0.291524,0.285037,0.278928,0.288003,0.275575,0.324656,0.320546,0.282464,0.269823,0.285081,0.265233,0.290498,0.287249,0.289782,0.267586,0.289537,0.290267,0.210670,0.288974,0.330185,0.283110,0.316812,0.331498,0.359909,0.364535,0.000000,0.000000,0.425206,0.338741,0.317560,0.327175,0.348383,0.342958,0.359162,0.358662,0.332598
Tax,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
