FLAX OIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,3.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,22.0,5.0,1.0,56.0,3813.9000244140625
MARJORAM,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,166.5499973297119
MESCULUN,0.0,0.0,0.0,0.0,3.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,196.3300018310547
MUSHROOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,19.0,35.0,16.0,19.0,16.0,13.0,10.0,15.0,12.0,10.0,9.0,16.0,11.0,14.0,11.0,13.0,23.0,14.0,21.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,7.0,9.0,414.0,5224.93017578125
OAT BRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,336.0
PAK CHOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,12.0,20.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,906.0
POTATOES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,26.0,29.0,22.0,18.0,18.0,19.0,15.0,17.0,11.0,11.0,19.0,13.0,18.0,16.0,21.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,1877.949951171875
PUK CHOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,0.0,2.0,2.0,5.0,1.0,5.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1053.3200073242188
ROQUETTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,31.0,17.0,23.0,34.0,27.0,31.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,857.25
ROSEMARY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,7.0,1.0,4.0,2.0,3.0,0.0,9.0,1.0,0.0,11.0,1.0,5.0,9.0,10.0,6.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,98.0,563.760009765625
SEA SALT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,378.0
SOY MILK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,237.60000610351562
TARRAGON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0
TOMATOES,0.0,0.0,0.0,18.0,17.0,21.0,21.0,39.0,10.0,35.0,69.0,74.0,49.0,60.0,55.0,19.0,23.0,63.0,28.0,21.0,21.0,28.0,42.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,2378.9947509765625
ZUCCHINI,0.0,0.0,0.0,9.0,8.0,7.0,10.0,23.0,5.0,18.0,25.0,24.0,33.0,34.0,24.0,10.0,13.0,38.0,15.0,30.0,23.0,18.0,31.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,1598.1200103759766
