Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015
Honey moon mix,Honeymoonmix,,NGS,Auf,Nuts,,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
Kale (chemical free),341021,,,MAKAR,Vegetables,"Chemical free, Greens",21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.777777777777782,22.0
Sixth of October,SixthofOctober,,Freight,Freight,General,,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
Veal liver (chemical free) - frozen,151015,,,El rancho,Veal,"Frozen, Chemical free, Veal",74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,79.33333333333333,90.0
Beef mince (chemical free) - frozen,151007,,,El rancho,Beef,"Frozen, Chemical free, Beef",55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Tomato ( chemical free ),461030,,,Sara nour,Vegetables,"Fresh, Chemical free",5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,5.463709677419355,9.0,9.0
Green beans,Greenbeans,,Kheir Misr,Rafic,Fresh vegetables,,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.862608695652174,6.89,6.725714285714285,4.59,4.59,6.5790000000000015,6.8,6.8,6.800000000000002,6.8,6.8,6.825,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
lolla rossa,lollarossa,,Kheir Misr,Rafic,Fresh vegetables,,6.85,6.85,6.85,6.85,6.85,6.8500000000000005,6.85,6.85,6.85,7.787368421052633,8.850769230769231,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27
Raw Peruvian cacao ( organic ),OTECacaopowderorganic,,Alara,Good life,Baking supplments,,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
Raw milled linseeds (flax seed meal ) - organic,221016,,,Good life,Seeds,"Super food, Weight loss, Organic",40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,34.785,34.785,40.0
NGS Happy life box,NGSHappylifebox,,NGS,The Green Box,Chemical free produce,,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273,155.273
Strawberries,Strawberries,,Kheir Misr,Rafic,Fresh fruits,,27.13,27.13,27.13,27.13,27.13,23.52555555555556,19.02,18.797391304347826,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Camel milk (frozen),Camelmilk,,NGS,Camel milk,Milk,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.75,13.0,13.090909090909092,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
Sweet potatoes ( chemical free ),Sweetpotatoeschemicalfree,,NGS,El Hoda,Fresh fruits,,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,11.0,11.0,11.0,11.0,11.365853658536587,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Coconut flour,Coconutflour,,NGS,HV,Flour,,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
Veal cutlets (chemical free) - frozen,151013,,,El rancho,Veal,"Frozen, Chemical free, Veal",92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,92.14285714285714,94.76666666666668,104.0
NGS Happy life box,NGSHappylifebox,,NGS,Emad,Chemical free produce,,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25
Steel cut oats,281076,,,HV,Cereal,"Weight loss, High performance, gluten free",66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
Oats with apple and cinnamon ( organic ),AlaraDreamyOatsAppleandCinnamon,,Alara,Good life,Cereal,,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,40.0,40.0,40.0,40.0,40.0,39.0,33.84,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
White endive,Whiteendive,,Kheir Misr,Rafic,Fresh vegetables,,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,23.615,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33,26.33
Tofu,TofuFirmferme,,Tofu,Wasabi,Grains,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.25,49.25,49.25,49.25,49.25,49.25,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
7 grain milk / 946ml,065917OG7,,Pacific Natural Foods,HV,Milk,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,33.599999999999994,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6
Red grapes - seedless(organic),461026,,,Sara nour,Fruits,"Fresh, Organic",26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,26.88703703703704,27.896296296296303
Bee pollen dust ( Egyptian ) / 300g,140063,,NGS,IMN,Food supplements,,105.5,105.5,105.5,105.5,105.5,105.5,105.5,105.5,105.5,105.5,105.5,105.5,100.225,100.225,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
Duck (Chemical free),661002,,,Bio organic,Poultry,"Frozen, Chemical free",142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,142.835,154.0
Pink grape fruit,Pinkgrapefruit,,Kheir Misr,Rafic,Fresh fruits,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,5.43,5.4300000000000015,5.775,5.89,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.65,13.210526315789476,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Lime ( chemical free ),Exportorganiclemon,,NGS,El Hoda,Chemical free vegetables,,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.796875,11.0,11.0,11.0,11.0,11.0,11.3,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Brown rice ( Egyptian ),291003,,,IMN,Rice,"Weight loss, Whole grain, Rice",8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.36,8.769767441860466,9.0
Turkey,Turkey,,NGS,Butcher,Fresh Beef & Poultry,,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
Natural deodorant (stick),541004,,,Bubblzz,Cosmetics,Body products,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
Veal cutlets (Kabbab 7ala) / 1kg,VealcutletsKabbab7ala,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,102.0,102.0,102.0,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9
Kiwi,Kiwi,,NGS,Agrovate,Fresh fruits,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.5588235294117645,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Toast ( gluten free ),PanBlanco,,Schar,international company,Crackers,,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Breadsticks ( gluten free ),Grissinibreadsticks,,Schar,international company,Crackers,,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,44.0,44.0,44.0,44.0,44.0,44.0,38.75,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
Green Grapes,GreenGrapes,,NGS,Rafic,Fresh vegetables,,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.697,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69,23.69
Fresh Ginger,FreshGinger,,Kheir Misr,Rafic,Fresh vegetables,,8.15,8.15,8.15,8.15,8.15,9.494444444444444,12.99,12.99,12.99,13.07,13.09,11.21,10.27,10.27,10.27,10.27,10.27,10.27,10.27,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
Beef bbq cuttlets (Kabab),BeefbbqcuttletsKabab),,Kheir Misr,Butcher,Fresh Beef & Poultry,,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
Zucchini,Zucchini,,Kheir Misr,Rafic,Fresh vegetables,,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.671470588235294,3.53,3.53,3.53,3.53,3.818666666666666,4.0,4.0,4.0,4.0,4.0,4.0,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Raw pecan 250g,40019,,,Auf,Nuts,"Super food, Nuts",74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,69.06666666666666,64.75
Red plums ( imported ),ImportedRedPlums,,NGS,Agrovate,Fresh vegetables,,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,32.0,32.0,32.0,18.666666666666668,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Blue agave syrup (Raw) - organic,281095,,,HV,Sweeteners,"Weight loss, Organic, Sweeteners",62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
Dried Goji Berries / 250g,driedGojiBerries,,NGS,Auf,Dried Fruits & Nuts,,72.75,72.75,72.75,72.75,72.75,72.75,72.75,60.0,60.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
Avocado,Avocado,,NGS,Offah,Fresh Produce,,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28,41.28
Premium Whey Protein / 450g,140161,,Kheir Misr,Imtenan,Super foods,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
Dried fruit mix ( chemical free ) / Default,Minniesdriedfruitmix,,NGS,Minnie's,Dried fruits,,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Baking soda / 453g,1055C164,,Bob's Red Mill,HV,Baking supplments,,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
Brown rice flour ( Gluten free ),281007,,,HV,Baking products,"gluten free, Flour",40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,36.307692307692314
Chicken Cutlets (Shishtawook) / 1kg,ChickenCutletsShishtawook,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7,39.7
Premium Norwegian Salmon Steak,PremiumNorwegianSalmonSteak,,NGS,Red Coral,Fish,,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93,24.93
Dried turkish figs / 250g,DriedFigs,,NGS,Auf,Dried fruits,,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.5,12.5,13.16,13.16,13.93,13.93,13.93,13.93,13.93,13.754545454545456,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.166666666666664,12.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
"Muesli with fruits, nuts and seeds ( organic )",Organicmuesliwithfruitsnutsandseeds,,Alara,Good life,Cereal,,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,34.96,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16,33.16
Coconut oil (organic) - for cooking,101001,,,Divine coconut,Oil,"Super food, Weight loss, Oil",148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0
Fresh ginger ( imported ),ImportedGinger,,NGS,Agrovate,Fresh vegetables,,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,18.0,18.0,18.0,17.307692307692307,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Organic white quinoa,Organicwhitequinoa,,,ISIS,Grains,,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,55.368421052631575,54.6,54.6,54.6,54.6,54.6,54.6,54.6
Yellow carrot ( chemical free ),461032,,,Sara nour,Vegetables,"Fresh, Chemical free",14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,12.767441860465114,15.0,15.0
Colored french lettuce,Coloredfrenchlettuce,,Kheir Misr,Rafic,Fresh vegetables,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,7.9552941176470595,8.6,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,9.12,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Bananas (chemical free),50001,,,Balaika,Fruits,"Fresh, Chemical free",16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Shampo with tea tree oil / 473ml,20480,,"Tea Tree Therapy, Inc.",HV,Cosmetics,,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25
Beef Escalope / 1kg,BeefEscalope,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,81.6,81.60000000000002,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6
Skinny oats with berries and green tea extract ( for weight loss ),OomfSkinnyBerryBlast,,Alara,Good life,Cereal,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Italian basil,Italianbasil,,NGS,MAKAR,Fresh vegetables,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.25,6.375,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Bedouin lamb beit kalawi ( Chemical free ),391001,,,Obayed,Lamb,"Frozen, Chemical free, Lamb",60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,61.23684210526316,65.0
New Cairo,NewCairo,,Freight,Freight,,,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
Sheep milk cheese,Manchego,,NGS,lagoon co,cheese,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Wild rice ( organic ) 227g,281051,,,HV,Rice,"Super food, Organic, Whole grain, Rice",85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,83.1111111111111,85.0
Pumpkin,Pumpkin,,Kheir Misr,Rafic,Fresh fruits,,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.015,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,30.53,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5,31.5
Sweet pineapples,20030,,,Agrovate,Fruits,Fresh,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,45.0,46.0
Purple superberry juice,NaturalSuperberriespurple,,Berry company,mmb,Juices,,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,28.0,28.0,28.0,28.0,28.0,27.018181818181816,27.018181818181816,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6
Duck(chemical free),Duckchemicalfree,,,Tabiey,Chemical free poultry ,,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,88.39999999999998,94.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0
