Product,Brand,Type,Date,Revenue,Gross Profit,CMGR,Average Revenue,Average Gross Profit,%Total Revenue,% Variation from Average,%Total Gross Profit
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,Baking products,2015-09-01,1046.4,183.9,21.11041724024634,27.596580275056393,7.018180397764071,0.04648149161903462,3691.7741603143686,0.03212142441279049
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,Baking products,2015-10-01,192.0,42.0,21.11041724024634,27.596580275056393,7.018180397764071,0.00852871405853846,595.7383780393335,0.007336051252513326
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,Baking products,2015-12-01,220.0,55.0,21.11041724024634,27.596580275056393,7.018180397764071,0.009772484858741987,697.2002248367363,0.009606733783053165
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,General,2015-05-01,43.75,8.75,36.817594754695506,27.596580275056393,7.018180397764071,0.0019433918753180087,58.53413562094189,0.0015283440109402763
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,General,2015-06-01,516.0,96.0,36.817594754695506,27.596580275056393,7.018180397764071,0.022920919032322115,1769.796890980709,0.016768117148601887
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,General,2015-09-01,48.0,9.5,36.817594754695506,27.596580275056393,7.018180397764071,0.002132178514634615,73.93459450983339,0.0016593449261637285
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,General,2015-10-01,528.0,104.5,36.817594754695506,27.596580275056393,7.018180397764071,0.023453963660980768,1813.2805396081671,0.018252794187801014
ALL PURPOSE BAKING FLOUR (GLUTEN FREE),0,General,2015-11-01,240.0,47.5,36.817594754695506,27.596580275056393,7.018180397764071,0.010660892573173077,769.6729725491668,0.008296724630818642
ALMOND BISCUITS (GLUTEN FREE - TRACES OF GLUTEN),0,Snacks,2015-04-01,36.0,36.0,3.436608313191658,27.596580275056393,7.018180397764071,0.0015991338859759614,30.450945882375038,0.006288043930725708
ALMOND BISCUITS (GLUTEN FREE - TRACES OF GLUTEN),0,Snacks,2015-05-01,18.0,18.0,3.436608313191658,27.596580275056393,7.018180397764071,0.0007995669429879807,-34.77452705881248,0.003144021965362854
ALMOND BREAD (GLUTEN FREE),0,Bread,2015-09-01,180.0,45.0,0.0,27.596580275056393,7.018180397764071,0.007995669429879807,552.2547294118751,0.007860054913407135
ALMOND BUTTER,0,Nut butter,2015-07-01,65.0,13.0,67.14773415228228,27.596580275056393,7.018180397764071,0.0028873250719010416,135.53643006539937,0.002270682530539839
